Date,Type,Action,Symbol,Instrument Type,Description,Value,Quantity,Average Price,Commissions,Fees,Multiplier,Root Symbol,Underlying Symbol,Expiration Date,Strike Price,Call or Put,Order #
2023-01-05T16:03:39+0100,Trade,BUY_TO_OPEN,RIOT  230217P00001500,Equity Option,Bought 1 RIOT 02/17/23 Put 1.50 @ 0.03,-3.00,1,-3.00,-1.00,-0.12,100,RIOT,RIOT,2/17/23,1.5,PUT,249106213
2023-01-05T16:03:39+0100,Trade,BUY_TO_CLOSE,RIOT  230120P00004000,Equity Option,Bought 1 RIOT 01/20/23 Put 4.00 @ 0.36,-36.00,1,-36.00,0.00,-0.12,100,RIOT,RIOT,1/20/23,4.0,PUT,249106213
2023-01-05T16:03:39+0100,Trade,SELL_TO_CLOSE,RIOT  230120P00002000,Equity Option,Sold 1 RIOT 01/20/23 Put 2.00 @ 0.01,1.00,1,1.00,0.00,-0.132,100,RIOT,RIOT,1/20/23,2.0,PUT,249106213
2023-01-05T16:03:39+0100,Trade,SELL_TO_OPEN,RIOT  230217P00004000,Equity Option,Sold 1 RIOT 02/17/23 Put 4.00 @ 0.61,61.00,1,61.00,-1.00,-0.132,100,RIOT,RIOT,2/17/23,4.0,PUT,249106213
2023-01-04T18:00:30+0100,Trade,SELL_TO_OPEN,RIOT  230217P00005000,Equity Option,Sold 1 RIOT 02/17/23 Put 5.00 @ 1.36,136.00,1,136.00,-1.00,-0.132,100,RIOT,RIOT,2/17/23,5.0,PUT,248972603
2023-01-04T18:00:30+0100,Trade,BUY_TO_CLOSE,RIOT  230120P00005000,Equity Option,Bought 1 RIOT 01/20/23 Put 5.00 @ 1.21,-121.00,1,-121.00,0.00,-0.12,100,RIOT,RIOT,1/20/23,5.0,PUT,248972603
2023-01-04T16:24:25+0100,Trade,BUY_TO_OPEN,QQQ   230210C00284000,Equity Option,Bought 1 QQQ 02/10/23 Call 284.00 @ 2.28,-228.00,1,-228.00,-1.00,-0.12,100,QQQ,QQQ,2/10/23,284.0,CALL,248924704
2023-01-04T16:24:25+0100,Trade,SELL_TO_OPEN,QQQ   230210C00278000,Equity Option,Sold 1 QQQ 02/10/23 Call 278.00 @ 3.81,381.00,1,381.00,-1.00,-0.132,100,QQQ,QQQ,2/10/23,278.0,CALL,248924704
2022-12-31T17:03:09+0100,Money Movement,,,,Regulatory fee adjustment,-0.21,0,,--,0.00,,,,,,,
2022-12-30T23:00:00+0100,Money Movement,,,,INTEREST ON CREDIT BALANCE,0.05,0,,--,0.00,,,,,,,
2022-12-30T20:18:29+0100,Trade,SELL_TO_OPEN,SPY   230217C00411000,Equity Option,Sold 1 SPY 02/17/23 Call 411.00 @ 1.90,190.00,1,190.00,-1.00,-0.132,100,SPY,SPY,2/17/23,411.0,CALL,248615308
2022-12-30T20:18:29+0100,Trade,SELL_TO_OPEN,SPY   230217P00348000,Equity Option,Sold 1 SPY 02/17/23 Put 348.00 @ 2.84,284.00,1,284.00,-1.00,-0.132,100,SPY,SPY,2/17/23,348.0,PUT,248615308
2022-12-30T20:18:29+0100,Trade,BUY_TO_OPEN,SPY   230217C00416000,Equity Option,Bought 1 SPY 02/17/23 Call 416.00 @ 1.27,-127.00,1,-127.00,-1.00,-0.12,100,SPY,SPY,2/17/23,416.0,CALL,248615308
2022-12-30T20:18:29+0100,Trade,BUY_TO_OPEN,SPY   230217P00343000,Equity Option,Bought 1 SPY 02/17/23 Put 343.00 @ 2.19,-219.00,1,-219.00,-1.00,-0.12,100,SPY,SPY,2/17/23,343.0,PUT,248615308
2022-12-29T18:00:00+0100,Trade,SELL_TO_OPEN,QQQ   230217C00294000,Equity Option,Sold 1 QQQ 02/17/23 Call 294.00 @ 2.07,207.00,1,207.00,-1.00,-0.132,100,QQQ,QQQ,2/17/23,294.0,CALL,248412126
2022-12-29T18:00:00+0100,Trade,SELL_TO_OPEN,QQQ   230217P00240000,Equity Option,Sold 1 QQQ 02/17/23 Put 240.00 @ 2.66,266.00,1,266.00,-1.00,-0.132,100,QQQ,QQQ,2/17/23,240.0,PUT,248412126
2022-12-29T18:00:00+0100,Trade,BUY_TO_OPEN,QQQ   230217C00299000,Equity Option,Bought 1 QQQ 02/17/23 Call 299.00 @ 1.36,-136.00,1,-136.00,-1.00,-0.12,100,QQQ,QQQ,2/17/23,299.0,CALL,248412126
2022-12-29T18:00:00+0100,Trade,BUY_TO_OPEN,QQQ   230217P00235000,Equity Option,Bought 1 QQQ 02/17/23 Put 235.00 @ 1.99,-199.00,1,-199.00,-1.00,-0.12,100,QQQ,QQQ,2/17/23,235.0,PUT,248412126
2022-12-29T17:58:00+0100,Trade,BUY_TO_OPEN,AAPL  230217P00120000,Equity Option,Bought 1 AAPL 02/17/23 Put 120.00 @ 3.54,-354.00,1,-354.00,-1.00,-0.12,100,AAPL,AAPL,2/17/23,120.0,PUT,248405634
2022-12-29T17:58:00+0100,Trade,BUY_TO_CLOSE,AAPL  230120P00125000,Equity Option,Bought 1 AAPL 01/20/23 Put 125.00 @ 2.66,-266.00,1,-266.00,0.00,-0.12,100,AAPL,AAPL,1/20/23,125.0,PUT,248405634
2022-12-29T17:58:00+0100,Trade,SELL_TO_CLOSE,AAPL  230120P00120000,Equity Option,Sold 1 AAPL 01/20/23 Put 120.00 @ 1.48,148.00,1,148.00,0.00,-0.132,100,AAPL,AAPL,1/20/23,120.0,PUT,248405634
2022-12-29T17:58:00+0100,Trade,SELL_TO_OPEN,AAPL  230217P00125000,Equity Option,Sold 1 AAPL 02/17/23 Put 125.00 @ 5.05,505.00,1,505.00,-1.00,-0.142,100,AAPL,AAPL,2/17/23,125.0,PUT,248405634
2022-12-29T16:35:25+0100,Trade,SELL_TO_CLOSE,QQQ   230120P00254000,Equity Option,Sold 1 QQQ 01/20/23 Put 254.00 @ 2.80,280.00,1,280.00,0.00,-0.132,100,QQQ,QQQ,1/20/23,254.0,PUT,248375142
2022-12-29T16:35:25+0100,Trade,SELL_TO_CLOSE,QQQ   230120C00310000,Equity Option,Sold 1 QQQ 01/20/23 Call 310.00 @ 0.06,6.00,1,6.00,0.00,-0.132,100,QQQ,QQQ,1/20/23,310.0,CALL,248375142
2022-12-29T16:35:25+0100,Trade,BUY_TO_CLOSE,QQQ   230120P00258000,Equity Option,Bought 1 QQQ 01/20/23 Put 258.00 @ 3.85,-385.00,1,-385.00,0.00,-0.12,100,QQQ,QQQ,1/20/23,258.0,PUT,248375142
2022-12-29T16:35:25+0100,Trade,BUY_TO_CLOSE,QQQ   230120C00306000,Equity Option,Bought 1 QQQ 01/20/23 Call 306.00 @ 0.09,-9.00,1,-9.00,0.00,-0.12,100,QQQ,QQQ,1/20/23,306.0,CALL,248375142
2022-12-29T16:19:17+0100,Trade,SELL_TO_OPEN,SQ    230217C00075000,Equity Option,Sold 1 SQ 02/17/23 Call 75.00 @ 2.18,218.00,1,218.00,-1.00,-0.132,100,SQ,SQ,2/17/23,75.0,CALL,248335329
2022-12-29T16:19:17+0100,Trade,SELL_TO_OPEN,SQ    230217P00047500,Equity Option,Sold 1 SQ 02/17/23 Put 47.50 @ 1.36,136.00,1,136.00,-1.00,-0.132,100,SQ,SQ,2/17/23,47.5,PUT,248335329
2022-12-29T16:19:17+0100,Trade,BUY_TO_OPEN,SQ    230217C00080000,Equity Option,Bought 1 SQ 02/17/23 Call 80.00 @ 1.33,-133.00,1,-133.00,-1.00,-0.12,100,SQ,SQ,2/17/23,80.0,CALL,248335329
2022-12-29T16:19:17+0100,Trade,BUY_TO_OPEN,SQ    230217P00042500,Equity Option,Bought 1 SQ 02/17/23 Put 42.50 @ 0.71,-71.00,1,-71.00,-1.00,-0.12,100,SQ,SQ,2/17/23,42.5,PUT,248335329
2022-12-28T20:01:24+0100,Trade,SELL_TO_CLOSE,SHOP  230120C00046500,Equity Option,Sold 1 SHOP 01/20/23 Call 46.50 @ 0.06,6.00,1,6.00,0.00,-0.132,100,SHOP,SHOP,1/20/23,46.5,CALL,248271036
2022-12-28T20:01:24+0100,Trade,BUY_TO_CLOSE,SHOP  230120C00042000,Equity Option,Bought 1 SHOP 01/20/23 Call 42.00 @ 0.21,-21.00,1,-21.00,0.00,-0.12,100,SHOP,SHOP,1/20/23,42.0,CALL,248271036
2022-12-28T19:31:01+0100,Trade,BUY_TO_OPEN,SHOP  230217P00030000,Equity Option,Bought 1 SHOP 02/17/23 Put 30.00 @ 2.32,-232.00,1,-232.00,-1.00,-0.12,100,SHOP,SHOP,2/17/23,30.0,PUT,248263723
2022-12-28T19:31:01+0100,Trade,BUY_TO_CLOSE,SHOP  230120P00034000,Equity Option,Bought 1 SHOP 01/20/23 Put 34.00 @ 2.82,-282.00,1,-282.00,0.00,-0.12,100,SHOP,SHOP,1/20/23,34.0,PUT,248263723
2022-12-28T19:31:01+0100,Trade,SELL_TO_CLOSE,SHOP  230120P00029500,Equity Option,Sold 1 SHOP 01/20/23 Put 29.50 @ 0.93,93.00,1,93.00,0.00,-0.132,100,SHOP,SHOP,1/20/23,29.5,PUT,248263723
2022-12-28T19:31:01+0100,Trade,SELL_TO_OPEN,SHOP  230217P00035000,Equity Option,Sold 1 SHOP 02/17/23 Put 35.00 @ 4.77,477.00,1,477.00,-1.00,-0.142,100,SHOP,SHOP,2/17/23,35.0,PUT,248263723
2022-12-28T18:10:03+0100,Trade,SELL_TO_CLOSE,EWZ   230120C00038000,Equity Option,Sold 1 EWZ 01/20/23 Call 38.00 @ 0.02,2.00,1,2.00,0.00,-0.132,100,EWZ,EWZ,1/20/23,38.0,CALL,248216803
2022-12-28T18:10:03+0100,Trade,SELL_TO_CLOSE,EWZ   230120P00025000,Equity Option,Sold 1 EWZ 01/20/23 Put 25.00 @ 0.14,14.00,1,14.00,0.00,-0.132,100,EWZ,EWZ,1/20/23,25.0,PUT,248216803
2022-12-28T18:10:03+0100,Trade,BUY_TO_CLOSE,EWZ   230120C00036000,Equity Option,Bought 1 EWZ 01/20/23 Call 36.00 @ 0.03,-3.00,1,-3.00,0.00,-0.12,100,EWZ,EWZ,1/20/23,36.0,CALL,248216803
2022-12-28T18:10:03+0100,Trade,BUY_TO_CLOSE,EWZ   230120P00027000,Equity Option,Bought 1 EWZ 01/20/23 Put 27.00 @ 0.52,-52.00,1,-52.00,0.00,-0.12,100,EWZ,EWZ,1/20/23,27.0,PUT,248216803
2022-12-28T17:53:20+0100,Trade,SELL_TO_OPEN,AAPL  230217C00145000,Equity Option,Sold 1 AAPL 02/17/23 Call 145.00 @ 1.48,148.00,1,148.00,-1.00,-0.132,100,AAPL,AAPL,2/17/23,145.0,CALL,248227828
2022-12-28T17:53:20+0100,Trade,SELL_TO_OPEN,AAPL  230217P00110000,Equity Option,Sold 1 AAPL 02/17/23 Put 110.00 @ 2.25,225.00,1,225.00,-1.00,-0.132,100,AAPL,AAPL,2/17/23,110.0,PUT,248227828
2022-12-28T17:53:20+0100,Trade,BUY_TO_OPEN,AAPL  230217C00150000,Equity Option,Bought 1 AAPL 02/17/23 Call 150.00 @ 0.85,-85.00,1,-85.00,-1.00,-0.12,100,AAPL,AAPL,2/17/23,150.0,CALL,248227828
2022-12-28T17:53:20+0100,Trade,BUY_TO_OPEN,AAPL  230217P00105000,Equity Option,Bought 1 AAPL 02/17/23 Put 105.00 @ 1.52,-152.00,1,-152.00,-1.00,-0.12,100,AAPL,AAPL,2/17/23,105.0,PUT,248227828
2022-12-28T17:18:45+0100,Trade,SELL_TO_CLOSE,QQQ   230217C00284000,Equity Option,Sold 1 QQQ 02/17/23 Call 284.00 @ 3.00,300.00,1,300.00,0.00,-0.132,100,QQQ,QQQ,2/17/23,284.0,CALL,244460954
2022-12-28T17:18:45+0100,Trade,BUY_TO_CLOSE,QQQ   230217C00280000,Equity Option,Bought 1 QQQ 02/17/23 Call 280.00 @ 4.02,-402.00,1,-402.00,0.00,-0.12,100,QQQ,QQQ,2/17/23,280.0,CALL,244460954
2022-12-28T17:15:15+0100,Trade,BUY_TO_OPEN,SHOP  230217P00030000,Equity Option,Bought 1 SHOP 02/17/23 Put 30.00 @ 2.34,-234.00,1,-234.00,-1.00,-0.12,100,SHOP,SHOP,2/17/23,30.0,PUT,248214168
2022-12-28T17:15:15+0100,Trade,BUY_TO_CLOSE,SHOP  230120P00033000,Equity Option,Bought 1 SHOP 01/20/23 Put 33.00 @ 2.32,-232.00,1,-232.00,0.00,-0.12,100,SHOP,SHOP,1/20/23,33.0,PUT,248214168
2022-12-28T17:15:15+0100,Trade,SELL_TO_CLOSE,SHOP  230120P00031000,Equity Option,Sold 1 SHOP 01/20/23 Put 31.00 @ 1.44,144.00,1,144.00,0.00,-0.132,100,SHOP,SHOP,1/20/23,31.0,PUT,248214168
2022-12-28T17:15:15+0100,Trade,SELL_TO_OPEN,SHOP  230217P00035000,Equity Option,Sold 1 SHOP 02/17/23 Put 35.00 @ 4.82,482.00,1,482.00,-1.00,-0.142,100,SHOP,SHOP,2/17/23,35.0,PUT,248214168
2022-12-28T17:13:29+0100,Trade,SELL_TO_CLOSE,MRVL  230120P00030000,Equity Option,Sold 1 MRVL 01/20/23 Put 30.00 @ 0.34,34.00,1,34.00,0.00,-0.132,100,MRVL,MRVL,1/20/23,30.0,PUT,248213320
2022-12-28T17:13:29+0100,Trade,SELL_TO_CLOSE,MRVL  230120C00045000,Equity Option,Sold 1 MRVL 01/20/23 Call 45.00 @ 0.08,8.00,1,8.00,0.00,-0.132,100,MRVL,MRVL,1/20/23,45.0,CALL,248213320
2022-12-28T17:13:29+0100,Trade,BUY_TO_CLOSE,MRVL  230120P00033000,Equity Option,Bought 1 MRVL 01/20/23 Put 33.00 @ 0.99,-99.00,1,-99.00,0.00,-0.12,100,MRVL,MRVL,1/20/23,33.0,PUT,248213320
2022-12-28T17:13:29+0100,Trade,BUY_TO_CLOSE,MRVL  230120C00042000,Equity Option,Bought 1 MRVL 01/20/23 Call 42.00 @ 0.24,-24.00,1,-24.00,0.00,-0.12,100,MRVL,MRVL,1/20/23,42.0,CALL,248213320
2022-12-28T16:57:42+0100,Trade,SELL_TO_CLOSE,AMZN  230120P00081000,Equity Option,Sold 1 AMZN 01/20/23 Put 81.00 @ 2.95,295.00,1,295.00,0.00,-0.132,100,AMZN,AMZN,1/20/23,81.0,PUT,248175974
2022-12-28T16:57:42+0100,Trade,SELL_TO_OPEN,AMZN  230217P00080000,Equity Option,Sold 1 AMZN 02/17/23 Put 80.00 @ 5.00,500.00,1,500.00,-1.00,-0.142,100,AMZN,AMZN,2/17/23,80.0,PUT,248175974
2022-12-28T16:57:42+0100,Trade,BUY_TO_CLOSE,AMZN  230120P00083000,Equity Option,Bought 1 AMZN 01/20/23 Put 83.00 @ 3.88,-388.00,1,-388.00,0.00,-0.12,100,AMZN,AMZN,1/20/23,83.0,PUT,248175974
2022-12-28T16:57:42+0100,Trade,BUY_TO_OPEN,AMZN  230217P00075000,Equity Option,Bought 1 AMZN 02/17/23 Put 75.00 @ 3.22,-322.00,1,-322.00,-1.00,-0.12,100,AMZN,AMZN,2/17/23,75.0,PUT,248175974
2022-12-27T19:55:47+0100,Trade,SELL_TO_CLOSE,QQQ   230127C00291000,Equity Option,Sold 1 QQQ 01/27/23 Call 291.00 @ 0.76,76.00,1,76.00,0.00,-0.132,100,QQQ,QQQ,1/27/23,291.0,CALL,247802900
2022-12-27T19:55:47+0100,Trade,BUY_TO_CLOSE,QQQ   230127C00287000,Equity Option,Bought 1 QQQ 01/27/23 Call 287.00 @ 1.18,-118.00,1,-118.00,0.00,-0.12,100,QQQ,QQQ,1/27/23,287.0,CALL,247802900
2022-12-27T16:05:29+0100,Trade,BUY_TO_CLOSE,GDX   230120P00027000,Equity Option,Bought 1 GDX 01/20/23 Put 27.00 @ 0.31,-31.00,1,-31.00,0.00,-0.12,100,GDX,GDX,1/20/23,27.0,PUT,247371846
2022-12-27T16:05:29+0100,Trade,SELL_TO_CLOSE,GDX   230120P00025000,Equity Option,Sold 1 GDX 01/20/23 Put 25.00 @ 0.10,10.00,1,10.00,0.00,-0.132,100,GDX,GDX,1/20/23,25.0,PUT,247371846
2022-12-24T16:57:09+0100,Money Movement,,,,Regulatory fee adjustment,-0.13,0,,--,0.00,,,,,,,
2022-12-23T19:30:50+0100,Trade,SELL_TO_OPEN,TLT   230217C00111000,Equity Option,Sold 1 TLT 02/17/23 Call 111.00 @ 0.87,87.00,1,87.00,-1.00,-0.132,100,TLT,TLT,2/17/23,111.0,CALL,247920428
2022-12-23T19:30:50+0100,Trade,SELL_TO_OPEN,TLT   230217P00095000,Equity Option,Sold 1 TLT 02/17/23 Put 95.00 @ 1.08,108.00,1,108.00,-1.00,-0.132,100,TLT,TLT,2/17/23,95.0,PUT,247920428
2022-12-23T19:30:50+0100,Trade,BUY_TO_OPEN,TLT   230217C00114000,Equity Option,Bought 1 TLT 02/17/23 Call 114.00 @ 0.52,-52.00,1,-52.00,-1.00,-0.12,100,TLT,TLT,2/17/23,114.0,CALL,247920428
2022-12-23T19:30:50+0100,Trade,BUY_TO_OPEN,TLT   230217P00092000,Equity Option,Bought 1 TLT 02/17/23 Put 92.00 @ 0.66,-66.00,1,-66.00,-1.00,-0.12,100,TLT,TLT,2/17/23,92.0,PUT,247920428
2022-12-23T16:03:47+0100,Trade,SELL_TO_CLOSE,AAPL  230120C00165000,Equity Option,Sold 1 AAPL 01/20/23 Call 165.00 @ 0.07,7.00,1,7.00,0.00,-0.132,100,AAPL,AAPL,1/20/23,165.0,CALL,247838637
2022-12-23T16:03:47+0100,Trade,BUY_TO_CLOSE,AAPL  230120C00160000,Equity Option,Bought 1 AAPL 01/20/23 Call 160.00 @ 0.11,-11.00,1,-11.00,0.00,-0.12,100,AAPL,AAPL,1/20/23,160.0,CALL,247838637
2022-12-22T20:52:33+0100,Trade,SELL_TO_OPEN,EEM   230317C00039000,Equity Option,Sold 1 EEM 03/17/23 Call 39.00 @ 1.21,121.00,1,121.00,-1.00,-0.132,100,EEM,EEM,3/17/23,39.0,CALL,247762585
2022-12-22T20:52:33+0100,Trade,BUY_TO_OPEN,EEM   230317C00037000,Equity Option,Bought 1 EEM 03/17/23 Call 37.00 @ 2.31,-231.00,1,-231.00,-1.00,-0.12,100,EEM,EEM,3/17/23,37.0,CALL,247762585
2022-12-22T17:58:28+0100,Trade,SELL_TO_OPEN,XLU   230217C00075000,Equity Option,Sold 1 XLU 02/17/23 Call 75.00 @ 0.59,59.00,1,59.00,-1.00,-0.132,100,XLU,XLU,2/17/23,75.0,CALL,247680191
2022-12-22T17:58:28+0100,Trade,SELL_TO_OPEN,XLU   230217P00065000,Equity Option,Sold 1 XLU 02/17/23 Put 65.00 @ 0.75,75.00,1,75.00,-1.00,-0.132,100,XLU,XLU,2/17/23,65.0,PUT,247680191
2022-12-22T17:58:28+0100,Trade,BUY_TO_OPEN,XLU   230217C00078000,Equity Option,Bought 1 XLU 02/17/23 Call 78.00 @ 0.19,-19.00,1,-19.00,-1.00,-0.12,100,XLU,XLU,2/17/23,78.0,CALL,247680191
2022-12-22T17:58:28+0100,Trade,BUY_TO_OPEN,XLU   230217P00062000,Equity Option,Bought 1 XLU 02/17/23 Put 62.00 @ 0.39,-39.00,1,-39.00,-1.00,-0.12,100,XLU,XLU,2/17/23,62.0,PUT,247680191
2022-12-22T15:54:04+0100,Trade,SELL_TO_CLOSE,AMZN  230120C00102500,Equity Option,Sold 1 AMZN 01/20/23 Call 102.50 @ 0.28,28.00,1,28.00,0.00,-0.132,100,AMZN,AMZN,1/20/23,102.5,CALL,247623038
2022-12-22T15:54:04+0100,Trade,BUY_TO_CLOSE,AMZN  230120C00100000,Equity Option,Bought 1 AMZN 01/20/23 Call 100.00 @ 0.41,-41.00,1,-41.00,0.00,-0.12,100,AMZN,AMZN,1/20/23,100.0,CALL,247623038
2022-12-21T16:39:16+0100,Trade,BUY_TO_OPEN,QQQ   230127C00291000,Equity Option,Bought 1 QQQ 01/27/23 Call 291.00 @ 2.44,-244.00,1,-244.00,-1.00,-0.12,100,QQQ,QQQ,1/27/23,291.0,CALL,247466514
2022-12-21T16:39:16+0100,Trade,SELL_TO_OPEN,QQQ   230127C00287000,Equity Option,Sold 1 QQQ 01/27/23 Call 287.00 @ 3.48,348.00,1,348.00,-1.00,-0.132,100,QQQ,QQQ,1/27/23,287.0,CALL,247466514
2022-12-20T17:33:47+0100,Trade,BUY_TO_CLOSE,MRVL  230120C00047000,Equity Option,Bought 1 MRVL 01/20/23 Call 47.00 @ 0.19,-19.00,1,-19.00,0.00,-0.12,100,MRVL,MRVL,1/20/23,47.0,CALL,247313180
2022-12-20T17:33:47+0100,Trade,BUY_TO_OPEN,MRVL  230120C00045000,Equity Option,Bought 1 MRVL 01/20/23 Call 45.00 @ 0.34,-34.00,1,-34.00,-1.00,-0.12,100,MRVL,MRVL,1/20/23,45.0,CALL,247313180
2022-12-20T17:33:47+0100,Trade,SELL_TO_CLOSE,MRVL  230120C00050000,Equity Option,Sold 1 MRVL 01/20/23 Call 50.00 @ 0.08,8.00,1,8.00,0.00,-0.132,100,MRVL,MRVL,1/20/23,50.0,CALL,247313180
2022-12-20T17:33:47+0100,Trade,SELL_TO_OPEN,MRVL  230120C00042000,Equity Option,Sold 1 MRVL 01/20/23 Call 42.00 @ 0.78,78.00,1,78.00,-1.00,-0.132,100,MRVL,MRVL,1/20/23,42.0,CALL,247313180
2022-12-20T17:30:49+0100,Trade,SELL_TO_CLOSE,SHOP  230120C00058000,Equity Option,Sold 1 SHOP 01/20/23 Call 58.00 @ 0.04,4.00,1,4.00,0.00,-0.132,100,SHOP,SHOP,1/20/23,58.0,CALL,247311325
2022-12-20T17:30:49+0100,Trade,SELL_TO_OPEN,SHOP  230120C00042000,Equity Option,Sold 1 SHOP 01/20/23 Call 42.00 @ 0.90,90.00,1,90.00,-1.00,-0.132,100,SHOP,SHOP,1/20/23,42.0,CALL,247311325
2022-12-20T17:30:49+0100,Trade,BUY_TO_CLOSE,SHOP  230120C00054000,Equity Option,Bought 1 SHOP 01/20/23 Call 54.00 @ 0.07,-7.00,1,-7.00,0.00,-0.12,100,SHOP,SHOP,1/20/23,54.0,CALL,247311325
2022-12-20T17:30:49+0100,Trade,BUY_TO_OPEN,SHOP  230120C00046500,Equity Option,Bought 1 SHOP 01/20/23 Call 46.50 @ 0.34,-34.00,1,-34.00,-1.00,-0.12,100,SHOP,SHOP,1/20/23,46.5,CALL,247311325
2022-12-20T15:30:49+0100,Trade,SELL_TO_CLOSE,AAPL  230120C00150000,Equity Option,Sold 1 AAPL 01/20/23 Call 150.00 @ 0.46,46.00,1,46.00,0.00,-0.132,100,AAPL,AAPL,1/20/23,150.0,CALL,246744118
2022-12-20T15:30:49+0100,Trade,BUY_TO_CLOSE,AAPL  230120C00145000,Equity Option,Bought 1 AAPL 01/20/23 Call 145.00 @ 0.96,-96.00,1,-96.00,0.00,-0.12,100,AAPL,AAPL,1/20/23,145.0,CALL,246744118
2022-12-19T19:21:04+0100,Trade,SELL_TO_OPEN,XLE   230217C00096000,Equity Option,Sold 1 XLE 02/17/23 Call 96.00 @ 0.84,84.00,1,84.00,-1.00,-0.132,100,XLE,XLE,2/17/23,96.0,CALL,247147440
2022-12-19T19:21:04+0100,Trade,SELL_TO_OPEN,XLE   230217P00075000,Equity Option,Sold 1 XLE 02/17/23 Put 75.00 @ 1.48,148.00,1,148.00,-1.00,-0.132,100,XLE,XLE,2/17/23,75.0,PUT,247147440
2022-12-19T19:21:04+0100,Trade,BUY_TO_OPEN,XLE   230217C00098000,Equity Option,Bought 1 XLE 02/17/23 Call 98.00 @ 0.59,-59.00,1,-59.00,-1.00,-0.12,100,XLE,XLE,2/17/23,98.0,CALL,247147440
2022-12-19T19:21:04+0100,Trade,BUY_TO_OPEN,XLE   230217P00073000,Equity Option,Bought 1 XLE 02/17/23 Put 73.00 @ 1.14,-114.00,1,-114.00,-1.00,-0.12,100,XLE,XLE,2/17/23,73.0,PUT,247147440
2022-12-19T18:52:14+0100,Trade,SELL_TO_CLOSE,CLF   230120C00018000,Equity Option,Sold 1 CLF 01/20/23 Call 18.00 @ 0.15,15.00,1,15.00,0.00,-0.132,100,CLF,CLF,1/20/23,18.0,CALL,247123152
2022-12-19T18:52:14+0100,Trade,BUY_TO_CLOSE,CLF   230120C00017000,Equity Option,Bought 1 CLF 01/20/23 Call 17.00 @ 0.27,-27.00,1,-27.00,0.00,-0.12,100,CLF,CLF,1/20/23,17.0,CALL,247123152
2022-12-17T16:20:32+0100,Money Movement,,,,Regulatory fee adjustment,-0.05,0,,--,0.00,,,,,,,
2022-12-16T23:00:00+0100,Money Movement,,,,INTEREST ON CREDIT BALANCE,0.09,0,,--,0.00,,,,,,,
2022-12-16T22:00:00+0100,Receive Deliver,,FXI   221216P00018000,Equity Option,Removal of 1.0 FXI 12/16/22 Put 18.00 due to expiration.,0.00,1,0.00,--,0.00,100,FXI,FXI,12/16/22,18.0,PUT,
2022-12-16T22:00:00+0100,Receive Deliver,,FXI   221216P00020000,Equity Option,Removal of 1.0 FXI 12/16/22 Put 20.00 due to expiration.,0.00,1,0.00,--,0.00,100,FXI,FXI,12/16/22,20.0,PUT,
2022-12-16T19:20:29+0100,Trade,SELL_TO_OPEN,SLV   230317C00022500,Equity Option,Sold 1 SLV 03/17/23 Call 22.50 @ 0.86,86.00,1,86.00,-1.00,-0.132,100,SLV,SLV,3/17/23,22.5,CALL,246948591
2022-12-16T19:20:29+0100,Trade,BUY_TO_OPEN,SLV   230317C00020000,Equity Option,Bought 1 SLV 03/17/23 Call 20.00 @ 2.09,-209.00,1,-209.00,-1.00,-0.12,100,SLV,SLV,3/17/23,20.0,CALL,246948591
2022-12-15T19:45:27+0100,Trade,BUY_TO_OPEN,AAPL  230120C00150000,Equity Option,Bought 1 AAPL 01/20/23 Call 150.00 @ 1.42,-142.00,1,-142.00,-1.00,-0.12,100,AAPL,AAPL,1/20/23,150.0,CALL,246743339
2022-12-15T19:45:27+0100,Trade,SELL_TO_OPEN,AAPL  230120C00145000,Equity Option,Sold 1 AAPL 01/20/23 Call 145.00 @ 2.66,266.00,1,266.00,-1.00,-0.132,100,AAPL,AAPL,1/20/23,145.0,CALL,246743339
2022-12-13T20:53:07+0100,Trade,BUY_TO_CLOSE,RIOT  221216P00005000,Equity Option,Bought 1 RIOT 12/16/22 Put 5.00 @ 0.91,-91.00,1,-91.00,0.00,-0.12,100,RIOT,RIOT,12/16/22,5.0,PUT,246350499
2022-12-13T20:53:07+0100,Trade,SELL_TO_OPEN,RIOT  230120P00005000,Equity Option,Sold 1 RIOT 01/20/23 Put 5.00 @ 1.13,113.00,1,113.00,-1.00,-0.132,100,RIOT,RIOT,1/20/23,5.0,PUT,246350499
2022-12-12T21:24:17+0100,Trade,BUY_TO_OPEN,QQQ   230120P00254000,Equity Option,Bought 1 QQQ 01/20/23 Put 254.00 @ 1.95,-195.00,1,-195.00,-1.00,-0.12,100,QQQ,QQQ,1/20/23,254.0,PUT,246118745
2022-12-12T21:24:17+0100,Trade,BUY_TO_OPEN,QQQ   230120C00310000,Equity Option,Bought 1 QQQ 01/20/23 Call 310.00 @ 1.96,-196.00,1,-196.00,-1.00,-0.12,100,QQQ,QQQ,1/20/23,310.0,CALL,246118745
2022-12-12T21:24:17+0100,Trade,SELL_TO_OPEN,QQQ   230120P00258000,Equity Option,Sold 1 QQQ 01/20/23 Put 258.00 @ 2.48,248.00,1,248.00,-1.00,-0.132,100,QQQ,QQQ,1/20/23,258.0,PUT,246118745
2022-12-12T21:24:17+0100,Trade,SELL_TO_OPEN,QQQ   230120C00306000,Equity Option,Sold 1 QQQ 01/20/23 Call 306.00 @ 2.75,275.00,1,275.00,-1.00,-0.132,100,QQQ,QQQ,1/20/23,306.0,CALL,246118745
