Date,Type,Action,Symbol,Instrument Type,Description,Value,Quantity,Average Price,Commissions,Fees,Multiplier,Root Symbol,Underlying Symbol,Expiration Date,Strike Price,Call or Put,Order #
2023-04-04T16:27:13+0200,Trade,SELL_TO_OPEN,MCD   230519P00280000,Equity Option,Sold 1 MCD 05/19/23 Put 280.00 @ 5.60,560.00,1,560.00,-1.00,-0.142,100,MCD,MCD,5/19/23,280.0,PUT,262650317
2023-04-04T16:27:13+0200,Trade,BUY_TO_OPEN,MCD   230519P00285000,Equity Option,Bought 1 MCD 05/19/23 Put 285.00 @ 7.75,-775.00,1,-775.00,-1.00,-0.13,100,MCD,MCD,5/19/23,285.0,PUT,262650317
2023-04-04T16:24:34+0200,Trade,BUY_TO_OPEN,GLD   230505C00196000,Equity Option,Bought 1 GLD 05/05/23 Call 196.00 @ 1.82,-182.00,1,-182.00,-1.00,-0.13,100,GLD,GLD,5/05/23,196.0,CALL,262638670
2023-04-04T16:24:34+0200,Trade,SELL_TO_OPEN,GLD   230505C00193000,Equity Option,Sold 1 GLD 05/05/23 Call 193.00 @ 2.54,254.00,1,254.00,-1.00,-0.142,100,GLD,GLD,5/05/23,193.0,CALL,262638670
2023-04-04T16:24:34+0200,Trade,SELL_TO_OPEN,GLD   230505P00178500,Equity Option,Sold 1 GLD 05/05/23 Put 178.50 @ 0.68,68.00,1,68.00,-1.00,-0.142,100,GLD,GLD,5/05/23,178.5,PUT,262638670
2023-04-04T16:24:34+0200,Trade,BUY_TO_OPEN,GLD   230505P00175500,Equity Option,Bought 1 GLD 05/05/23 Put 175.50 @ 0.40,-40.00,1,-40.00,-1.00,-0.13,100,GLD,GLD,5/05/23,175.5,PUT,262638670
2023-04-03T15:33:47+0200,Trade,SELL_TO_CLOSE,XLF   230428P00027000,Equity Option,Sold 1 XLF 04/28/23 Put 27.00 @ 0.04,4.00,1,4.00,0.00,-0.142,100,XLF,XLF,4/28/23,27.0,PUT,261884230
2023-04-03T15:33:47+0200,Trade,BUY_TO_CLOSE,XLF   230428P00030000,Equity Option,Bought 1 XLF 04/28/23 Put 30.00 @ 0.22,-22.00,1,-22.00,0.00,-0.13,100,XLF,XLF,4/28/23,30.0,PUT,261884230
2023-04-01T16:09:40+0200,Money Movement,,,,Regulatory fee adjustment,-0.12,0,,--,0.00,,,,,,,
2023-03-31T21:54:13+0200,Trade,SELL_TO_CLOSE,TLT   230421P00097000,Equity Option,Sold 1 TLT 04/21/23 Put 97.00 @ 0.06,6.00,1,6.00,0.00,-0.142,100,TLT,TLT,4/21/23,97.0,PUT,262363040
2023-03-31T21:54:13+0200,Trade,BUY_TO_CLOSE,TLT   230421P00094000,Equity Option,Bought 1 TLT 04/21/23 Put 94.00 @ 0.03,-3.00,1,-3.00,0.00,-0.13,100,TLT,TLT,4/21/23,94.0,PUT,262363040
2023-03-31T20:12:22+0200,Trade,SELL_TO_CLOSE,DIA   230421C00335000,Equity Option,Sold 1 DIA 04/21/23 Call 335.00 @ 3.15,315.00,1,315.00,0.00,-0.142,100,DIA,DIA,4/21/23,335.0,CALL,262309336
2023-03-31T20:12:22+0200,Trade,BUY_TO_CLOSE,DIA   230421C00330000,Equity Option,Bought 1 DIA 04/21/23 Call 330.00 @ 6.00,-600.00,1,-600.00,0.00,-0.13,100,DIA,DIA,4/21/23,330.0,CALL,262309336
2023-03-31T18:45:45+0200,Trade,SELL_TO_CLOSE,TSLA  230421C00215000,Equity Option,Sold 1 TSLA 04/21/23 Call 215.00 @ 9.17,917.00,1,917.00,0.00,-0.142,100,TSLA,TSLA,4/21/23,215.0,CALL,262272341
2023-03-31T18:45:45+0200,Trade,BUY_TO_CLOSE,TSLA  230421C00210000,Equity Option,Bought 1 TSLA 04/21/23 Call 210.00 @ 11.23,"-1,123.00",1,"-1,123.00",0.00,-0.13,100,TSLA,TSLA,4/21/23,210.0,CALL,262272341
2023-03-31T18:45:45+0200,Trade,BUY_TO_CLOSE,TSLA  230421P00165000,Equity Option,Bought 1 TSLA 04/21/23 Put 165.00 @ 1.72,-172.00,1,-172.00,0.00,-0.13,100,TSLA,TSLA,4/21/23,165.0,PUT,262272341
2023-03-31T18:45:45+0200,Trade,SELL_TO_CLOSE,TSLA  230421P00160000,Equity Option,Sold 1 TSLA 04/21/23 Put 160.00 @ 1.28,128.00,1,128.00,0.00,-0.142,100,TSLA,TSLA,4/21/23,160.0,PUT,262272341
2023-03-31T18:43:20+0200,Trade,BUY_TO_OPEN,GLD   230512P00175000,Equity Option,Bought 1 GLD 05/12/23 Put 175.00 @ 0.75,-75.00,1,-75.00,-1.00,-0.13,100,GLD,GLD,5/12/23,175.0,PUT,262275017
2023-03-31T18:43:20+0200,Trade,SELL_TO_OPEN,GLD   230512P00178000,Equity Option,Sold 1 GLD 05/12/23 Put 178.00 @ 1.36,136.00,1,136.00,-1.00,-0.142,100,GLD,GLD,5/12/23,178.0,PUT,262275017
2023-03-31T18:43:20+0200,Trade,BUY_TO_OPEN,GLD   230512C00197000,Equity Option,Bought 1 GLD 05/12/23 Call 197.00 @ 1.03,-103.00,1,-103.00,-1.00,-0.13,100,GLD,GLD,5/12/23,197.0,CALL,262275017
2023-03-31T18:43:20+0200,Trade,SELL_TO_OPEN,GLD   230512C00194000,Equity Option,Sold 1 GLD 05/12/23 Call 194.00 @ 1.45,145.00,1,145.00,-1.00,-0.142,100,GLD,GLD,5/12/23,194.0,CALL,262275017
2023-03-31T18:35:31+0200,Trade,SELL_TO_OPEN,TLT   230421P00094000,Equity Option,Sold 1 TLT 04/21/23 Put 94.00 @ 0.04,4.00,1,4.00,-1.00,-0.142,100,TLT,TLT,4/21/23,94.0,PUT,262271381
2023-03-31T18:35:31+0200,Trade,BUY_TO_OPEN,TLT   230421P00097000,Equity Option,Bought 1 TLT 04/21/23 Put 97.00 @ 0.09,-9.00,1,-9.00,-1.00,-0.13,100,TLT,TLT,4/21/23,97.0,PUT,262271381
2023-03-31T16:50:33+0200,Trade,BUY_TO_CLOSE,RIOT  230421P00007000,Equity Option,Bought 1 RIOT 04/21/23 Put 7.00 @ 0.17,-17.00,1,-17.00,0.00,-0.13,100,RIOT,RIOT,4/21/23,7.0,PUT,262016659
2023-03-30T20:56:23+0200,Trade,SELL_TO_CLOSE,TLT   230421P00094000,Equity Option,Sold 1 TLT 04/21/23 Put 94.00 @ 0.06,6.00,1,6.00,0.00,-0.142,100,TLT,TLT,4/21/23,94.0,PUT,262101242
2023-03-30T20:56:23+0200,Trade,BUY_TO_CLOSE,TLT   230421P00097000,Equity Option,Bought 1 TLT 04/21/23 Put 97.00 @ 0.15,-15.00,1,-15.00,0.00,-0.13,100,TLT,TLT,4/21/23,97.0,PUT,262101242
2023-03-30T17:18:31+0200,Trade,SELL_TO_CLOSE,TLT   230421C00110000,Equity Option,Sold 1 TLT 04/21/23 Call 110.00 @ 0.50,50.00,1,50.00,0.00,-0.142,100,TLT,TLT,4/21/23,110.0,CALL,262027391
2023-03-30T17:18:31+0200,Trade,BUY_TO_CLOSE,TLT   230421C00107000,Equity Option,Bought 1 TLT 04/21/23 Call 107.00 @ 1.13,-113.00,1,-113.00,0.00,-0.13,100,TLT,TLT,4/21/23,107.0,CALL,262027391
2023-03-30T15:30:46+0200,Trade,SELL_TO_CLOSE,T     230421C00019000,Equity Option,Sold 1 T 04/21/23 Call 19.00 @ 0.45,45.00,1,45.00,0.00,-0.142,100,T,T,4/21/23,19.0,CALL,258905122
2023-03-29T19:37:55+0200,Trade,BUY_TO_OPEN,GLD   230519P00171000,Equity Option,Bought 1 GLD 05/19/23 Put 171.00 @ 0.60,-60.00,1,-60.00,-1.00,-0.13,100,GLD,GLD,5/19/23,171.0,PUT,261869832
2023-03-29T19:37:55+0200,Trade,BUY_TO_OPEN,GLD   230519C00194000,Equity Option,Bought 1 GLD 05/19/23 Call 194.00 @ 1.67,-167.00,1,-167.00,-1.00,-0.13,100,GLD,GLD,5/19/23,194.0,CALL,261869832
2023-03-29T19:37:55+0200,Trade,SELL_TO_OPEN,GLD   230519P00174000,Equity Option,Sold 1 GLD 05/19/23 Put 174.00 @ 1.00,100.00,1,100.00,-1.00,-0.142,100,GLD,GLD,5/19/23,174.0,PUT,261869832
2023-03-29T19:37:55+0200,Trade,SELL_TO_OPEN,GLD   230519C00191000,Equity Option,Sold 1 GLD 05/19/23 Call 191.00 @ 2.28,228.00,1,228.00,-1.00,-0.142,100,GLD,GLD,5/19/23,191.0,CALL,261869832
2023-03-29T15:47:00+0200,Trade,BUY_TO_CLOSE,RIOT  230428P00006500,Equity Option,Bought 1 RIOT 04/28/23 Put 6.50 @ 0.26,-26.00,1,-26.00,0.00,-0.13,100,RIOT,RIOT,4/28/23,6.5,PUT,261037269
2023-03-27T21:13:14+0200,Trade,BUY_TO_OPEN,KRE   230519P00034000,Equity Option,Bought 1 KRE 05/19/23 Put 34.00 @ 0.66,-66.00,1,-66.00,-1.00,-0.13,100,KRE,KRE,5/19/23,34.0,PUT,261502120
2023-03-27T21:13:14+0200,Trade,BUY_TO_OPEN,KRE   230519C00053000,Equity Option,Bought 1 KRE 05/19/23 Call 53.00 @ 0.55,-55.00,1,-55.00,-1.00,-0.13,100,KRE,KRE,5/19/23,53.0,CALL,261502120
2023-03-27T21:13:14+0200,Trade,SELL_TO_OPEN,KRE   230519P00038000,Equity Option,Sold 1 KRE 05/19/23 Put 38.00 @ 1.25,125.00,1,125.00,-1.00,-0.142,100,KRE,KRE,5/19/23,38.0,PUT,261502120
2023-03-27T21:13:14+0200,Trade,SELL_TO_OPEN,KRE   230519C00049000,Equity Option,Sold 1 KRE 05/19/23 Call 49.00 @ 1.41,141.00,1,141.00,-1.00,-0.142,100,KRE,KRE,5/19/23,49.0,CALL,261502120
2023-03-25T15:03:18+0100,Money Movement,,,,Regulatory fee adjustment,-0.09,0,,--,0.00,,,,,,,
2023-03-22T19:54:20+0100,Trade,SELL_TO_CLOSE,EEM   230421C00041000,Equity Option,Sold 1 EEM 04/21/23 Call 41.00 @ 0.13,13.00,1,13.00,0.00,-0.142,100,EEM,EEM,4/21/23,41.0,CALL,260805037
2023-03-22T19:54:20+0100,Trade,BUY_TO_CLOSE,EEM   230421C00039000,Equity Option,Bought 1 EEM 04/21/23 Call 39.00 @ 0.75,-75.00,1,-75.00,0.00,-0.13,100,EEM,EEM,4/21/23,39.0,CALL,260805037
2023-03-22T19:54:20+0100,Trade,BUY_TO_CLOSE,EEM   230421P00035000,Equity Option,Bought 1 EEM 04/21/23 Put 35.00 @ 0.08,-8.00,1,-8.00,0.00,-0.13,100,EEM,EEM,4/21/23,35.0,PUT,260805037
2023-03-22T19:54:20+0100,Trade,SELL_TO_CLOSE,EEM   230421P00033000,Equity Option,Sold 1 EEM 04/21/23 Put 33.00 @ 0.04,4.00,1,4.00,0.00,-0.142,100,EEM,EEM,4/21/23,33.0,PUT,260805037
2023-03-22T18:17:19+0100,Trade,SELL_TO_CLOSE,ORCL  230421P00075000,Equity Option,Sold 1 ORCL 04/21/23 Put 75.00 @ 0.23,23.00,1,23.00,0.00,-0.142,100,ORCL,ORCL,4/21/23,75.0,PUT,260752009
2023-03-22T18:17:19+0100,Trade,SELL_TO_CLOSE,ORCL  230421C00100000,Equity Option,Sold 1 ORCL 04/21/23 Call 100.00 @ 0.07,7.00,1,7.00,0.00,-0.142,100,ORCL,ORCL,4/21/23,100.0,CALL,260752009
2023-03-22T18:17:19+0100,Trade,BUY_TO_CLOSE,ORCL  230421P00080000,Equity Option,Bought 1 ORCL 04/21/23 Put 80.00 @ 0.55,-55.00,1,-55.00,0.00,-0.13,100,ORCL,ORCL,4/21/23,80.0,PUT,260752009
2023-03-22T18:17:19+0100,Trade,BUY_TO_CLOSE,ORCL  230421C00095000,Equity Option,Bought 1 ORCL 04/21/23 Call 95.00 @ 0.35,-35.00,1,-35.00,0.00,-0.13,100,ORCL,ORCL,4/21/23,95.0,CALL,260752009
2023-03-22T18:15:36+0100,Trade,SELL_TO_CLOSE,NKE   230324P00110000,Equity Option,Sold 1 NKE 03/24/23 Put 110.00 @ 0.05,5.00,1,5.00,0.00,-0.142,100,NKE,NKE,3/24/23,110.0,PUT,260751597
2023-03-22T18:15:36+0100,Trade,SELL_TO_CLOSE,NKE   230324C00138000,Equity Option,Sold 1 NKE 03/24/23 Call 138.00 @ 0.02,2.00,1,2.00,0.00,-0.142,100,NKE,NKE,3/24/23,138.0,CALL,260751597
2023-03-22T18:15:36+0100,Trade,BUY_TO_CLOSE,NKE   230324P00114000,Equity Option,Bought 1 NKE 03/24/23 Put 114.00 @ 0.16,-16.00,1,-16.00,0.00,-0.13,100,NKE,NKE,3/24/23,114.0,PUT,260751597
2023-03-22T18:15:36+0100,Trade,BUY_TO_CLOSE,NKE   230324C00134000,Equity Option,Bought 1 NKE 03/24/23 Call 134.00 @ 0.03,-3.00,1,-3.00,0.00,-0.13,100,NKE,NKE,3/24/23,134.0,CALL,260751597
2023-03-21T19:51:01+0100,Trade,BUY_TO_OPEN,NKE   230324P00110000,Equity Option,Bought 1 NKE 03/24/23 Put 110.00 @ 0.67,-67.00,1,-67.00,-1.00,-0.13,100,NKE,NKE,3/24/23,110.0,PUT,260605490
2023-03-21T19:51:01+0100,Trade,BUY_TO_OPEN,NKE   230324C00138000,Equity Option,Bought 1 NKE 03/24/23 Call 138.00 @ 0.69,-69.00,1,-69.00,-1.00,-0.13,100,NKE,NKE,3/24/23,138.0,CALL,260605490
2023-03-21T19:51:01+0100,Trade,SELL_TO_OPEN,NKE   230324P00114000,Equity Option,Sold 1 NKE 03/24/23 Put 114.00 @ 1.31,131.00,1,131.00,-1.00,-0.142,100,NKE,NKE,3/24/23,114.0,PUT,260605490
2023-03-21T19:51:01+0100,Trade,SELL_TO_OPEN,NKE   230324C00134000,Equity Option,Sold 1 NKE 03/24/23 Call 134.00 @ 1.38,138.00,1,138.00,-1.00,-0.142,100,NKE,NKE,3/24/23,134.0,CALL,260605490
2023-03-21T19:31:44+0100,Trade,SELL_TO_CLOSE,XLF   230428C00036000,Equity Option,Sold 1 XLF 04/28/23 Call 36.00 @ 0.06,6.00,1,6.00,0.00,-0.142,100,XLF,XLF,4/28/23,36.0,CALL,260597883
2023-03-21T19:31:44+0100,Trade,BUY_TO_CLOSE,XLF   230428C00033000,Equity Option,Bought 1 XLF 04/28/23 Call 33.00 @ 0.66,-66.00,1,-66.00,0.00,-0.13,100,XLF,XLF,4/28/23,33.0,CALL,260597883
2023-03-21T19:29:27+0100,Trade,SELL_TO_CLOSE,KRE   230421C00054000,Equity Option,Sold 1 KRE 04/21/23 Call 54.00 @ 0.42,42.00,1,42.00,0.00,-0.142,100,KRE,KRE,4/21/23,54.0,CALL,260597086
2023-03-21T19:29:27+0100,Trade,BUY_TO_CLOSE,KRE   230421C00050000,Equity Option,Bought 1 KRE 04/21/23 Call 50.00 @ 1.22,-122.00,1,-122.00,0.00,-0.13,100,KRE,KRE,4/21/23,50.0,CALL,260597086
2023-03-21T19:24:34+0100,Trade,SELL_TO_CLOSE,IWM   230421C00180000,Equity Option,Sold 1 IWM 04/21/23 Call 180.00 @ 3.48,348.00,1,348.00,0.00,-0.142,100,IWM,IWM,4/21/23,180.0,CALL,260596292
2023-03-21T19:24:34+0100,Trade,BUY_TO_CLOSE,IWM   230421C00178000,Equity Option,Bought 1 IWM 04/21/23 Call 178.00 @ 4.43,-443.00,1,-443.00,0.00,-0.13,100,IWM,IWM,4/21/23,178.0,CALL,260596292
2023-03-21T18:48:02+0100,Trade,SELL_TO_OPEN,RIOT  230421P00007000,Equity Option,Sold 1 RIOT 04/21/23 Put 7.00 @ 0.43,43.00,1,43.00,-1.00,-0.142,100,RIOT,RIOT,4/21/23,7.0,PUT,260570914
2023-03-21T14:47:27+0100,Trade,BUY_TO_CLOSE,RIOT  230421P00006000,Equity Option,Bought 1 RIOT 04/21/23 Put 6.00 @ 0.29,-29.00,1,-29.00,0.00,-0.13,100,RIOT,RIOT,4/21/23,6.0,PUT,260412824
2023-03-18T15:51:00+0100,Money Movement,,,,Regulatory fee adjustment,-0.08,0,,--,0.00,,,,,,,
2023-03-17T16:01:49+0100,Trade,BUY_TO_CLOSE,IWM   230421P00174000,Equity Option,Bought 1 IWM 04/21/23 Put 174.00 @ 6.94,-694.00,1,-694.00,0.00,-0.13,100,IWM,IWM,4/21/23,174.0,PUT,260067325
2023-03-17T16:01:49+0100,Trade,SELL_TO_CLOSE,IWM   230421P00176000,Equity Option,Sold 1 IWM 04/21/23 Put 176.00 @ 7.99,799.00,1,799.00,0.00,-0.142,100,IWM,IWM,4/21/23,176.0,PUT,260067325
2023-03-17T15:34:10+0100,Trade,SELL_TO_OPEN,RIOT  230428P00006500,Equity Option,Sold 1 RIOT 04/28/23 Put 6.50 @ 0.64,64.00,1,64.00,-1.00,-0.142,100,RIOT,RIOT,4/28/23,6.5,PUT,260063127
2023-03-16T22:00:00+0100,Money Movement,,,,INTEREST ON CREDIT BALANCE,0.08,0,,--,0.00,,,,,,,
2023-03-16T19:35:24+0100,Trade,SELL_TO_OPEN,XLF   230428C00033000,Equity Option,Sold 1 XLF 04/28/23 Call 33.00 @ 0.71,71.00,1,71.00,-1.00,-0.142,100,XLF,XLF,4/28/23,33.0,CALL,259937771
2023-03-16T19:35:24+0100,Trade,SELL_TO_OPEN,XLF   230428P00030000,Equity Option,Sold 1 XLF 04/28/23 Put 30.00 @ 0.67,67.00,1,67.00,-1.00,-0.142,100,XLF,XLF,4/28/23,30.0,PUT,259937771
2023-03-16T19:35:24+0100,Trade,BUY_TO_OPEN,XLF   230428C00036000,Equity Option,Bought 1 XLF 04/28/23 Call 36.00 @ 0.09,-9.00,1,-9.00,-1.00,-0.13,100,XLF,XLF,4/28/23,36.0,CALL,259937771
2023-03-16T19:35:24+0100,Trade,BUY_TO_OPEN,XLF   230428P00027000,Equity Option,Bought 1 XLF 04/28/23 Put 27.00 @ 0.23,-23.00,1,-23.00,-1.00,-0.13,100,XLF,XLF,4/28/23,27.0,PUT,259937771
2023-03-16T17:50:45+0100,Trade,BUY_TO_OPEN,KRE   230428C00054000,Equity Option,Bought 1 KRE 04/28/23 Call 54.00 @ 0.72,-72.00,1,-72.00,-1.00,-0.13,100,KRE,KRE,4/28/23,54.0,CALL,259894102
2023-03-16T17:50:45+0100,Trade,SELL_TO_OPEN,KRE   230428C00050000,Equity Option,Sold 1 KRE 04/28/23 Call 50.00 @ 1.63,163.00,1,163.00,-1.00,-0.142,100,KRE,KRE,4/28/23,50.0,CALL,259894102
2023-03-16T17:50:45+0100,Trade,SELL_TO_OPEN,KRE   230428P00041000,Equity Option,Sold 1 KRE 04/28/23 Put 41.00 @ 2.08,208.00,1,208.00,-1.00,-0.142,100,KRE,KRE,4/28/23,41.0,PUT,259894102
2023-03-16T17:50:45+0100,Trade,BUY_TO_OPEN,KRE   230428P00037000,Equity Option,Bought 1 KRE 04/28/23 Put 37.00 @ 1.19,-119.00,1,-119.00,-1.00,-0.13,100,KRE,KRE,4/28/23,37.0,PUT,259894102
2023-03-15T14:30:05+0100,Trade,SELL_TO_CLOSE,XLF   230421C00035000,Equity Option,Sold 1 XLF 04/21/23 Call 35.00 @ 0.16,16.00,1,16.00,0.00,-0.142,100,XLF,XLF,4/21/23,35.0,CALL,259178840
2023-03-15T14:30:05+0100,Trade,BUY_TO_CLOSE,XLF   230421C00034000,Equity Option,Bought 1 XLF 04/21/23 Call 34.00 @ 0.34,-34.00,1,-34.00,0.00,-0.13,100,XLF,XLF,4/21/23,34.0,CALL,259178840
2023-03-14T20:03:14+0100,Trade,BUY_TO_OPEN,KRE   230421C00054000,Equity Option,Bought 1 KRE 04/21/23 Call 54.00 @ 0.73,-73.00,1,-73.00,-1.00,-0.13,100,KRE,KRE,4/21/23,54.0,CALL,259466438
2023-03-14T20:03:14+0100,Trade,SELL_TO_OPEN,KRE   230421C00050000,Equity Option,Sold 1 KRE 04/21/23 Call 50.00 @ 1.73,173.00,1,173.00,-1.00,-0.142,100,KRE,KRE,4/21/23,50.0,CALL,259466438
2023-03-14T18:00:01+0100,Trade,SELL_TO_OPEN,IWM   230428C00187500,Equity Option,Sold 1 IWM 04/28/23 Call 187.50 @ 2.03,203.00,1,203.00,-1.00,-0.142,100,IWM,IWM,4/28/23,187.5,CALL,259417787
2023-03-14T18:00:01+0100,Trade,SELL_TO_OPEN,IWM   230428P00163000,Equity Option,Sold 1 IWM 04/28/23 Put 163.00 @ 1.82,182.00,1,182.00,-1.00,-0.142,100,IWM,IWM,4/28/23,163.0,PUT,259417787
2023-03-14T18:00:01+0100,Trade,BUY_TO_OPEN,IWM   230428C00192500,Equity Option,Bought 1 IWM 04/28/23 Call 192.50 @ 0.96,-96.00,1,-96.00,-1.00,-0.13,100,IWM,IWM,4/28/23,192.5,CALL,259417787
2023-03-14T18:00:01+0100,Trade,BUY_TO_OPEN,IWM   230428P00158000,Equity Option,Bought 1 IWM 04/28/23 Put 158.00 @ 1.22,-122.00,1,-122.00,-1.00,-0.13,100,IWM,IWM,4/28/23,158.0,PUT,259417787
2023-03-14T15:22:44+0100,Trade,BUY_TO_CLOSE,RIOT  230414P00005000,Equity Option,Bought 1 RIOT 04/14/23 Put 5.00 @ 0.24,-24.00,1,-24.00,0.00,-0.13,100,RIOT,RIOT,4/14/23,5.0,PUT,258921468
2023-03-11T15:57:48+0100,Money Movement,,,,Regulatory fee adjustment,-0.29,0,,--,0.00,,,,,,,
2023-03-10T20:18:10+0100,Trade,SELL_TO_OPEN,DIA   230421C00330000,Equity Option,Sold 1 DIA 04/21/23 Call 330.00 @ 4.33,433.00,1,433.00,-1.00,-0.142,100,DIA,DIA,4/21/23,330.0,CALL,258938105
2023-03-10T20:18:10+0100,Trade,BUY_TO_OPEN,DIA   230421C00335000,Equity Option,Bought 1 DIA 04/21/23 Call 335.00 @ 2.68,-268.00,1,-268.00,-1.00,-0.13,100,DIA,DIA,4/21/23,335.0,CALL,258938105
2023-03-10T20:15:33+0100,Trade,BUY_TO_OPEN,EEM   230421C00041000,Equity Option,Bought 1 EEM 04/21/23 Call 41.00 @ 0.23,-23.00,1,-23.00,-1.00,-0.13,100,EEM,EEM,4/21/23,41.0,CALL,258936838
2023-03-10T20:15:33+0100,Trade,SELL_TO_OPEN,EEM   230421C00039000,Equity Option,Sold 1 EEM 04/21/23 Call 39.00 @ 0.75,75.00,1,75.00,-1.00,-0.142,100,EEM,EEM,4/21/23,39.0,CALL,258936838
2023-03-10T20:15:33+0100,Trade,SELL_TO_OPEN,EEM   230421P00035000,Equity Option,Sold 1 EEM 04/21/23 Put 35.00 @ 0.32,32.00,1,32.00,-1.00,-0.142,100,EEM,EEM,4/21/23,35.0,PUT,258936838
2023-03-10T20:15:33+0100,Trade,BUY_TO_OPEN,EEM   230421P00033000,Equity Option,Bought 1 EEM 04/21/23 Put 33.00 @ 0.14,-14.00,1,-14.00,-1.00,-0.13,100,EEM,EEM,4/21/23,33.0,PUT,258936838
2023-03-10T19:49:15+0100,Trade,SELL_TO_OPEN,RIOT  230414P00005000,Equity Option,Sold 1 RIOT 04/14/23 Put 5.00 @ 0.60,60.00,1,60.00,-1.00,-0.142,100,RIOT,RIOT,4/14/23,5.0,PUT,258902958
2023-03-10T19:44:23+0100,Trade,BUY_TO_OPEN,IWM   230421C00180000,Equity Option,Bought 1 IWM 04/21/23 Call 180.00 @ 4.46,-446.00,1,-446.00,-1.00,-0.13,100,IWM,IWM,4/21/23,180.0,CALL,258915717
2023-03-10T19:44:23+0100,Trade,SELL_TO_OPEN,IWM   230421C00178000,Equity Option,Sold 1 IWM 04/21/23 Call 178.00 @ 5.37,537.00,1,537.00,-1.00,-0.142,100,IWM,IWM,4/21/23,178.0,CALL,258915717
2023-03-10T19:44:23+0100,Trade,BUY_TO_OPEN,IWM   230421P00176000,Equity Option,Bought 1 IWM 04/21/23 Put 176.00 @ 7.54,-754.00,1,-754.00,-1.00,-0.13,100,IWM,IWM,4/21/23,176.0,PUT,258915717
2023-03-10T19:44:23+0100,Trade,SELL_TO_OPEN,IWM   230421P00174000,Equity Option,Sold 1 IWM 04/21/23 Put 174.00 @ 6.62,662.00,1,662.00,-1.00,-0.142,100,IWM,IWM,4/21/23,174.0,PUT,258915717
2023-03-10T16:55:25+0100,Trade,SELL_TO_CLOSE,TSLA  230331P00160000,Equity Option,Sold 1 TSLA 03/31/23 Put 160.00 @ 4.24,424.00,1,424.00,0.00,-0.142,100,TSLA,TSLA,3/31/23,160.0,PUT,258816104
2023-03-10T16:55:25+0100,Trade,SELL_TO_OPEN,TSLA  230421P00165000,Equity Option,Sold 1 TSLA 04/21/23 Put 165.00 @ 10.33,"1,033.00",1,"1,033.00",-1.00,-0.142,100,TSLA,TSLA,4/21/23,165.0,PUT,258816104
2023-03-10T16:55:25+0100,Trade,BUY_TO_CLOSE,TSLA  230331P00165000,Equity Option,Bought 1 TSLA 03/31/23 Put 165.00 @ 5.67,-567.00,1,-567.00,0.00,-0.13,100,TSLA,TSLA,3/31/23,165.0,PUT,258816104
2023-03-10T16:55:25+0100,Trade,BUY_TO_OPEN,TSLA  230421P00160000,Equity Option,Bought 1 TSLA 04/21/23 Put 160.00 @ 8.55,-855.00,1,-855.00,-1.00,-0.13,100,TSLA,TSLA,4/21/23,160.0,PUT,258816104
2023-03-10T16:42:19+0100,Trade,SELL_TO_CLOSE,XLF   230421P00034000,Equity Option,Sold 1 XLF 04/21/23 Put 34.00 @ 1.77,177.00,1,177.00,0.00,-0.142,100,XLF,XLF,4/21/23,34.0,PUT,258782118
2023-03-10T16:42:19+0100,Trade,BUY_TO_CLOSE,XLF   230421P00033000,Equity Option,Bought 1 XLF 04/21/23 Put 33.00 @ 1.25,-125.00,1,-125.00,0.00,-0.13,100,XLF,XLF,4/21/23,33.0,PUT,258782118
2023-03-10T16:38:19+0100,Trade,SELL_TO_CLOSE,QQQ   230331P00266000,Equity Option,Sold 1 QQQ 03/31/23 Put 266.00 @ 1.41,141.00,1,141.00,0.00,-0.142,100,QQQ,QQQ,3/31/23,266.0,PUT,258813804
2023-03-10T16:38:19+0100,Trade,SELL_TO_CLOSE,QQQ   230331C00318000,Equity Option,Sold 1 QQQ 03/31/23 Call 318.00 @ 0.44,44.00,1,44.00,0.00,-0.142,100,QQQ,QQQ,3/31/23,318.0,CALL,258813804
2023-03-10T16:38:19+0100,Trade,BUY_TO_CLOSE,QQQ   230331P00269000,Equity Option,Bought 1 QQQ 03/31/23 Put 269.00 @ 1.77,-177.00,1,-177.00,0.00,-0.13,100,QQQ,QQQ,3/31/23,269.0,PUT,258813804
2023-03-10T16:38:19+0100,Trade,BUY_TO_CLOSE,QQQ   230331C00315000,Equity Option,Bought 1 QQQ 03/31/23 Call 315.00 @ 0.67,-67.00,1,-67.00,0.00,-0.13,100,QQQ,QQQ,3/31/23,315.0,CALL,258813804
2023-03-10T16:36:28+0100,Trade,SELL_TO_CLOSE,SLV   230324C00019500,Equity Option,Sold 1 SLV 03/24/23 Call 19.50 @ 0.26,26.00,1,26.00,0.00,-0.142,100,SLV,SLV,3/24/23,19.5,CALL,258812633
2023-03-10T16:13:30+0100,Trade,BUY_TO_OPEN,T     230421C00019000,Equity Option,Bought 1 T 04/21/23 Call 19.00 @ 0.28,-28.00,1,-28.00,-1.00,-0.13,100,T,T,4/21/23,19.0,CALL,258794310
2023-03-10T15:31:43+0100,Trade,SELL_TO_CLOSE,ORCL  230310P00080000,Equity Option,Sold 1 ORCL 03/10/23 Put 80.00 @ 0.07,7.00,1,7.00,0.00,-0.142,100,ORCL,ORCL,3/10/23,80.0,PUT,258715658
